100 2342.816129
200 1158.699995
300 824.353223
400 482.552187
500 435.910382
600 321.337083
700 281.071067
800 205.124670
900 222.846855
1000 326.590458
1100 309.634984
1200 323.409179
1300 317.315176
1400 195.863858
1500 184.460435
1600 201.188036
1700 242.799104
1800 184.070420
1900 206.012755
2000 122.767406
2100 121.847934
2200 304.787175
2300 361.423591
2400 157.531920
2500 151.073414
2600 145.963402
2700 74.056728
2800 149.861755
2900 64.756107
3000 53.361409
3100 78.300167
3200 52.057154
3300 75.776481
3400 45.536969
3500 128.032178
3600 44.926900
3700 59.749264
3800 78.836959
3900 172.269814
4000 132.475911
4100 45.730392
4200 21.254327
4300 13.154830
4400 10.478031
4500 58.088130
4600 7.076704
4700 53.991763
4800 5.586055
4900 2.615199
5000 1.965822
5100 1.262645
5200 1.334236
5300 0.798587
5400 0.573157
5500 0.507616
5600 0.525784
5700 0.420350
5800 0.342353
5900 0.334884
6000 0.288490
6100 0.264942
6200 0.277316
6300 0.238558
6400 0.214331
6500 0.239012
6600 0.228799
6700 0.214370
6800 0.209700
6900 0.191549
7000 0.174846
7100 0.160418
7200 0.169305
7300 0.160084
7400 0.147023
7500 0.138631
7600 0.137640
7700 0.140864
7800 0.136730
7900 0.140369
8000 0.141775
8100 0.136689
8200 0.135779
8300 0.131685
8400 0.131685
8500 0.133505
8600 0.128501
8700 0.129411
8800 0.127591
8900 0.127136
9000 0.128956
9100 0.130775
9200 0.132595
9300 0.127591
9400 0.126681
9500 0.127591
9600 0.128501
9700 0.125316
9800 0.124407
9900 0.124862
10000 0.126681
10100 0.122587
10200 0.119858
10300 0.119858
10400 0.116673
10500 0.114399
10600 0.113034
10700 0.113034
10800 0.115763
10900 0.115308
11000 0.113944
11100 0.113944
11200 0.116218
11300 0.118493
11400 0.115763
11500 0.113944
11600 0.112579
11700 0.113034
11800 0.113034
11900 0.113034
12000 0.114853
12100 0.112124
12200 0.110304
12300 0.109849
