100 24.163859
200 21.619267
300 20.358375
400 17.306040
500 18.517147
600 16.641751
700 17.146586
800 15.643328
900 15.574274
1000 18.286260
1100 18.178717
1200 16.896530
1300 17.556207
1400 16.053795
1500 15.152423
1600 17.008483
1700 17.174283
1800 16.175554
1900 15.405682
2000 13.895288
2100 14.908043
2200 17.161771
2300 16.738073
2400 16.254790
2500 15.289168
2600 13.626588
2700 12.156493
2800 16.999773
2900 11.799923
3000 10.419599
3100 13.803220
3200 12.271169
3300 14.253178
3400 11.759901
3500 15.412776
3600 11.913604
3700 13.724354
3800 14.787505
3900 16.332869
4000 15.014115
4100 11.351478
4200 6.459192
4300 6.686217
4400 5.564159
4500 15.066758
4600 5.564159
4700 15.021992
4800 5.509729
4900 0.737750
5000 0.805132
5100 0.805132
5200 1.075269
5300 0.649883
5400 0.645161
5500 0.442374
5600 0.442374
5700 0.442374
5800 0.341432
5900 0.334076
6000 0.180245
6100 0.174864
6200 0.174864
6300 0.117302
6400 0.117302
6500 0.117302
6600 0.117302
6700 0.117302
6800 0.117302
6900 0.117302
7000 0.117302
7100 0.117302
7200 0.117302
7300 0.117302
7400 0.117302
7500 0.117302
7600 0.078201
7700 0.078201
7800 0.078201
7900 0.078201
8000 0.117302
8100 0.039101
8200 0.039101
8300 0.039101
8400 0.039101
8500 0.039101
8600 0.039101
8700 0.039101
8800 0.039101
8900 0.039101
9000 0.039101
9100 0.039101
9200 0.039101
9300 0.039101
9400 0.039101
9500 0.039101
9600 0.039101
9700 0.039101
9800 0.039101
9900 0.039101
10000 0.039101
10100 0.039101
10200 0.039101
10300 0.039101
10400 0.039101
10500 0.039101
10600 0.039101
10700 0.039101
10800 0.039101
10900 0.039101
11000 0.039101
11100 0.039101
11200 0.039101
11300 0.039101
11400 0.039101
11500 0.039101
11600 0.039101
11700 0.039101
11800 0.039101
11900 0.039101
12000 0.039101
12100 0.039101
12200 0.039101
12300 0.039101
